name,type,start_time,duration,"data","error"
"Async TX","data",1.313385,0.000082,"=",
"Async TX","data",1.3134715,0.000082,"8",
"Async TX","data",1.3135585,0.000082,"ÿ",
"Async TX","data",1.3136455,0.000082,"ÿ",
"Async TX","data",1.313732,0.000082,"ÿ",
"Async TX","data",1.313819,0.000082,"t",
"Async TX","data",1.313906,0.000082,"0",
"Async TX","data",1.3139925,0.000082,".",
"Async TX","data",1.3140795,0.000082,"t",
"Async TX","data",1.314166,0.000082,"x",
"Async TX","data",1.314253,0.000082,"t",
"Async TX","data",1.3143395,0.000082,"=",
"Async TX","data",1.3144265,0.000082,"""",
"Async TX","data",1.314513,0.000082,"8",
"Async TX","data",1.3146,0.000082,"%",
"Async TX","data",1.314687,0.000082,"""",
"Async TX","data",1.3147735,0.000082,"ÿ",
"Async TX","data",1.3148605,0.000082,"ÿ",
"Async TX","data",1.314947,0.000082,"ÿ",
"Async TX","data",1.335451,0.000082,"j",
"Async TX","data",1.335538,0.000082,"0",
"Async TX","data",1.335625,0.000082,".",
"Async TX","data",1.3357115,0.000082,"v",
"Async TX","data",1.3357985,0.000082,"a",
"Async TX","data",1.335885,0.000082,"l",
"Async TX","data",1.335972,0.000082,"=",
"Async TX","data",1.3360585,0.000082,"9",
"Async TX","data",1.3361455,0.000082,"ÿ",
"Async TX","data",1.336232,0.000082,"ÿ",
"Async TX","data",1.336319,0.000082,"ÿ",
"Async TX","data",1.3364055,0.000082,"t",
"Async TX","data",1.3364925,0.000082,"0",
"Async TX","data",1.336579,0.000082,".",
"Async TX","data",1.336666,0.000082,"t",
"Async TX","data",1.3367525,0.000082,"x",
"Async TX","data",1.3368395,0.000082,"t",
"Async TX","data",1.3369265,0.000082,"=",
"Async TX","data",1.337013,0.000082,"""",
"Async TX","data",1.3371,0.000082,"9",
"Async TX","data",1.3371865,0.000082,"%",
"Async TX","data",1.3372735,0.000082,"""",
"Async TX","data",1.33736,0.000082,"ÿ",
"Async TX","data",1.337447,0.000082,"ÿ",
"Async TX","data",1.3375335,0.000082,"ÿ",
"Async TX","data",1.3580525,0.000082,"j",
"Async TX","data",1.3581395,0.000082,"0",
"Async TX","data",1.3582265,0.000082,".",
"Async TX","data",1.358313,0.000082,"v",
"Async TX","data",1.3584,0.000082,"a",
"Async TX","data",1.3584865,0.000082,"l",
"Async TX","data",1.3585735,0.000082,"=",
"Async TX","data",1.3586605,0.000082,"1",
"Async TX","data",1.358747,0.000082,"0",
"Async TX","data",1.358834,0.000082,"ÿ",
"Async TX","data",1.358921,0.000082,"ÿ",
"Async TX","data",1.3590075,0.000082,"ÿ",
"Async TX","data",1.359103,0.000082,"t",
"Async TX","data",1.35919,0.000082,"0",
"Async TX","data",1.3592765,0.000082,".",
"Async TX","data",1.3593635,0.000082,"t",
"Async TX","data",1.3594505,0.000082,"x",
"Async TX","data",1.359537,0.000082,"t",
"Async TX","data",1.359624,0.000082,"=",
"Async TX","data",1.359711,0.000082,"""",
"Async TX","data",1.3597975,0.000082,"1",
"Async TX","data",1.3598845,0.000082,"0",
"Async TX","data",1.359971,0.000082,"%",
"Async TX","data",1.360058,0.000082,"""",
"Async TX","data",1.360145,0.000082,"ÿ",
"Async TX","data",1.3602315,0.000082,"ÿ",
"Async TX","data",1.3603185,0.000082,"ÿ",
"Async TX","data",1.3808385,0.000082,"j",
"Async TX","data",1.3809255,0.000082,"0",
"Async TX","data",1.381012,0.000082,".",
"Async TX","data",1.381099,0.000082,"v",
"Async TX","data",1.3811855,0.000082,"a",
"Async TX","data",1.3812725,0.000082,"l",
"Async TX","data",1.381359,0.000082,"=",
"Async TX","data",1.381446,0.000082,"1",
"Async TX","data",1.3815325,0.000082,"1",
"Async TX","data",1.3816195,0.000082,"ÿ",
"Async TX","data",1.381706,0.000082,"ÿ",
"Async TX","data",1.381793,0.000082,"ÿ",
"Async TX","data",1.3818885,0.000082,"t",
"Async TX","data",1.381975,0.000082,"0",
"Async TX","data",1.382062,0.000082,".",
"Async TX","data",1.3821485,0.000082,"t",
"Async TX","data",1.3822355,0.000082,"x",
"Async TX","data",1.382322,0.000082,"t",
"Async TX","data",1.382409,0.000082,"=",
"Async TX","data",1.3824955,0.000082,"""",
"Async TX","data",1.3825825,0.000082,"1",
"Async TX","data",1.3826695,0.000082,"1",
"Async TX","data",1.382756,0.000082,"%",
"Async TX","data",1.382843,0.000082,"""",
"Async TX","data",1.3829295,0.000082,"ÿ",
"Async TX","data",1.3830165,0.000082,"ÿ",
"Async TX","data",1.383103,0.000082,"ÿ",
"Async TX","data",1.403614,0.000082,"j",
"Async TX","data",1.403701,0.000082,"0",
"Async TX","data",1.4037875,0.000082,".",
"Async TX","data",1.4038745,0.000082,"v",
"Async TX","data",1.4039615,0.000082,"a",
"Async TX","data",1.404048,0.000082,"l",
"Async TX","data",1.404135,0.000082,"=",
"Async TX","data",1.4042215,0.000082,"1",
"Async TX","data",1.4043085,0.000082,"2",
"Async TX","data",1.4043955,0.000082,"ÿ",
"Async TX","data",1.404482,0.000082,"ÿ",
"Async TX","data",1.404569,0.000082,"ÿ",
"Async TX","data",1.4046645,0.000082,"t",
"Async TX","data",1.4047515,0.000082,"0",
"Async TX","data",1.404838,0.000082,".",
"Async TX","data",1.404925,0.000082,"t",
"Async TX","data",1.405012,0.000082,"x",
"Async TX","data",1.4050985,0.000082,"t",
"Async TX","data",1.4051855,0.000082,"=",
"Async TX","data",1.405272,0.000082,"""",
"Async TX","data",1.405359,0.000082,"1",
